TIMESTAMP,LOCATION_ID,EARNED_POINTS,REDEEM_POINTS
2021-07-13,A-1005,29291,20168
2021-07-13,A-1006,22918,27110
2021-07-13,A-1007,34517,32022
2021-07-13,A-1008,25684,26403
2021-07-14,A-1001,27218,32810
2021-07-14,A-1002,30755,22713
2021-07-14,A-1003,29314,28605
2021-07-14,A-1004,34691,34541
2021-07-14,A-1005,30820,22609
2021-07-14,A-1006,25983,20289
2021-07-14,A-1007,32233,28900
2021-07-14,A-1008,23395,26819
2021-07-15,A-1001,26784,27321
2021-07-15,A-1002,26514,22753
2021-07-15,A-1003,33026,28747
2021-07-15,A-1004,33739,24251
2021-07-15,A-1005,23062,25422
2021-07-15,A-1006,32111,29446
2021-07-15,A-1007,23685,24358
2021-07-15,A-1008,32779,28092
2021-07-16,A-1001,33668,33585
2021-07-16,A-1002,29958,26896
2021-07-16,A-1003,27271,24610
2021-07-16,A-1004,24554,25306
2021-07-16,A-1005,24193,27962
2021-07-16,A-1006,31236,21278
2021-07-16,A-1007,21622,29300
2021-07-16,A-1008,30379,28710
2021-07-17,A-1001,28251,23873
2021-07-17,A-1002,26633,30529
2021-07-17,A-1003,24952,24846
2021-07-17,A-1004,24324,27286
2021-07-17,A-1005,22688,28016
2021-07-17,A-1006,32123,30131
2021-07-17,A-1007,26440,21524
2021-07-17,A-1008,20299,34140
2021-07-18,A-1001,33281,22371
2021-07-18,A-1002,31720,27233
2021-07-18,A-1003,33171,29066
2021-07-18,A-1004,33174,32085
2021-07-18,A-1005,21603,34184
2021-07-18,A-1006,30989,22582
2021-07-18,A-1007,28272,29528
2021-07-18,A-1008,30665,22797
2021-07-19,A-1001,34163,27416
2021-07-19,A-1002,34779,23259
2021-07-19,A-1003,20618,22003
2021-07-19,A-1004,33062,30353
2021-07-19,A-1005,29443,20451
2021-07-19,A-1006,21747,32594
2021-07-19,A-1007,32478,32446
2021-07-19,A-1008,34395,25105
2021-07-20,A-1001,26223,34957
2021-07-20,A-1002,26116,24345
2021-07-20,A-1003,29912,33810
2021-07-20,A-1004,28350,23422
2021-07-20,A-1005,34271,21295
2021-07-20,A-1006,21517,33210
2021-07-20,A-1007,32388,20341
2021-07-20,A-1008,30053,20517
2021-07-21,A-1001,33859,23193
2021-07-21,A-1002,30495,30312
2021-07-21,A-1003,30156,31790
2021-07-21,A-1004,25915,20112
2021-07-21,A-1005,29036,22819
2021-07-21,A-1006,30127,25764
2021-07-21,A-1007,21545,21770
2021-07-21,A-1008,27150,29069
2021-07-22,A-1001,23323,33177
2021-07-22,A-1002,25360,32165
2021-07-22,A-1003,22294,24688
2021-07-22,A-1004,30640,22711
2021-07-22,A-1005,20971,34942
2021-07-22,A-1006,27776,21361
2021-07-22,A-1007,26846,22473
2021-07-22,A-1008,20392,34638
2021-07-23,A-1001,32005,20812
2021-07-23,A-1002,30682,22700
2021-07-23,A-1003,25788,29179
2021-07-23,A-1004,20673,25446
2021-07-23,A-1005,28562,21721
2021-07-23,A-1006,25913,27267
2021-07-23,A-1007,24723,32165
2021-07-23,A-1008,32886,28689
2021-07-24,A-1001,32157,32551
2021-07-24,A-1002,24279,33030
2021-07-24,A-1003,24310,31342
2021-07-24,A-1004,21260,31701
2021-07-24,A-1005,29286,30807
2021-07-24,A-1006,28959,33446
2021-07-24,A-1007,28243,22821
2021-07-24,A-1008,21466,30618
2021-07-25,A-1001,24511,31719
2021-07-25,A-1002,25343,29052
2021-07-25,A-1003,24494,24315
2021-07-25,A-1004,29656,20712
2021-07-25,A-1005,20879,20679
2021-07-25,A-1006,28141,21664
2021-07-25,A-1007,22534,23827
2021-07-25,A-1008,22373,34405
2021-07-26,A-1001,24536,34543
2021-07-26,A-1002,27488,34616
2021-07-26,A-1003,24861,25699
2021-07-26,A-1004,21827,29694
2021-07-26,A-1005,24048,32397
2021-07-26,A-1006,34081,21017
2021-07-26,A-1007,29306,30412
2021-07-26,A-1008,27897,22779
2021-07-27,A-1001,32651,25784
2021-07-27,A-1002,24776,27048
2021-07-27,A-1003,24700,21791
2021-07-27,A-1004,29960,26394
2021-07-27,A-1005,32306,23970
2021-07-27,A-1006,25892,27061
2021-07-27,A-1007,21325,22767
2021-07-27,A-1008,27939,34597
2021-07-28,A-1001,24421,34700
2021-07-28,A-1002,30728,21902
2021-07-28,A-1003,20637,29706
2021-07-28,A-1004,21618,22713
2021-07-28,A-1005,20110,21780
2021-07-28,A-1006,21771,26026
2021-07-28,A-1007,32602,32928
2021-07-28,A-1008,21668,21769
2021-07-29,A-1001,31419,28350
2021-07-29,A-1002,29093,27423
2021-07-29,A-1003,23143,32188
2021-07-29,A-1004,23829,22534
2021-07-29,A-1005,27677,28998
2021-07-29,A-1006,30446,34717
2021-07-29,A-1007,27539,27882
2021-07-29,A-1008,28965,29169
2021-07-30,A-1001,27612,29589
2021-07-30,A-1002,31582,23933
2021-07-30,A-1003,25834,31348
2021-07-30,A-1004,27049,28900
2021-07-30,A-1005,24547,20427
2021-07-30,A-1006,32401,34609
2021-07-30,A-1007,31569,21887
2021-07-30,A-1008,21008,22617
2021-07-31,A-1001,21790,30365
2021-07-31,A-1002,21709,20374
2021-07-31,A-1003,31381,33455
2021-07-31,A-1004,23464,34404
2021-07-31,A-1005,25055,33496
2021-07-31,A-1006,29050,24164
2021-07-31,A-1007,24875,31254
2021-07-31,A-1008,24166,32446
2021-08-01,A-1001,21912,32650
2021-08-01,A-1002,31689,27700
2021-08-01,A-1003,21573,32396
2021-08-01,A-1004,21517,30086
2021-08-01,A-1005,28840,21788
2021-08-01,A-1006,26993,34675
2021-08-01,A-1007,30581,30119
2021-08-01,A-1008,24304,34080
2021-08-02,A-1001,20712,24774
2021-08-02,A-1002,34162,26664
2021-08-02,A-1003,23752,31872
2021-08-02,A-1004,32451,23012
2021-08-02,A-1005,24014,22226
2021-08-02,A-1006,32861,29992
2021-08-02,A-1007,31557,27656
2021-08-02,A-1008,28176,34260
2021-08-03,A-1001,21940,32984
2021-08-03,A-1002,23594,33324
2021-08-03,A-1003,22421,20873
2021-08-03,A-1004,25212,26553
2021-08-03,A-1005,21042,32428
2021-08-03,A-1006,26162,26729
2021-08-03,A-1007,25140,24499
2021-08-03,A-1008,21266,21458
2021-08-04,A-1001,26552,23944
2021-08-04,A-1002,34980,27683
2021-08-04,A-1003,32556,26167
2021-08-04,A-1004,23709,25098
2021-08-04,A-1005,29583,22899
2021-08-04,A-1006,30109,26919
2021-08-04,A-1007,32202,32596
2021-08-04,A-1008,29602,27609
2021-08-05,A-1001,25330,33853
2021-08-05,A-1002,22500,28972
2021-08-05,A-1003,29178,21014
2021-08-05,A-1004,27561,28753
2021-08-05,A-1005,30804,27655
2021-08-05,A-1006,34291,22030
2021-08-05,A-1007,34070,33946
2021-08-05,A-1008,31237,21459
2021-08-06,A-1001,25204,24700
2021-08-06,A-1002,26624,21607
2021-08-06,A-1003,29992,27025
2021-08-06,A-1004,26847,34323
2021-08-06,A-1005,23575,22948
2021-08-06,A-1006,29244,25026
2021-08-06,A-1007,20706,34797
2021-08-06,A-1008,27815,31740
2021-08-07,A-1001,32016,22410
2021-08-07,A-1002,26705,27348
2021-08-07,A-1003,22241,34115
2021-08-07,A-1004,25970,31957
2021-08-07,A-1005,29511,33857
2021-08-07,A-1006,34037,21143
2021-08-07,A-1007,31066,31769
2021-08-07,A-1008,31680,31403
2021-08-08,A-1001,22303,29853
2021-08-08,A-1002,31779,22607
2021-08-08,A-1003,30133,31987
2021-08-08,A-1004,23223,29928
2021-08-08,A-1005,34165,26044
2021-08-08,A-1006,21818,34163
2021-08-08,A-1007,27216,22439
2021-08-08,A-1008,27899,22452
2021-08-09,A-1001,23043,21391
2021-08-09,A-1002,30196,21534
2021-08-09,A-1003,32011,28081
2021-08-09,A-1004,20651,26193
2021-08-09,A-1005,34934,30918
2021-08-09,A-1006,23137,22699
2021-08-09,A-1007,34892,29254
2021-08-09,A-1008,30597,28378
2021-08-10,A-1001,26140,30022
2021-08-10,A-1002,27389,34094
2021-08-10,A-1003,21599,24801
2021-08-10,A-1004,23982,26207
2021-08-10,A-1005,23037,22225
2021-08-10,A-1006,29093,22748
2021-08-10,A-1007,30044,21181
2021-08-10,A-1008,24728,26387
2021-08-11,A-1001,24801,31988
2021-08-11,A-1002,24862,23875
2021-08-11,A-1003,21083,28699
2021-08-11,A-1004,33587,24312
2021-08-11,A-1005,33324,29357
2021-08-11,A-1006,25137,23683
2021-08-11,A-1007,31867,32034
2021-08-11,A-1008,26418,23924
2021-08-12,A-1001,23168,26710
2021-08-12,A-1002,20460,22811
2021-08-12,A-1003,31643,26466
2021-08-12,A-1004,32606,29570
2021-08-12,A-1005,28173,28047
2021-08-12,A-1006,24453,31482
2021-08-12,A-1007,23422,33888
2021-08-12,A-1008,25083,24377
2021-08-13,A-1001,34629,33153
2021-08-13,A-1002,21868,24553
2021-08-13,A-1003,24330,27093
2021-08-13,A-1004,22556,26461
2021-08-13,A-1005,24139,34314
2021-08-13,A-1006,31130,24480
2021-08-13,A-1007,20274,20531
2021-08-13,A-1008,29340,23512
2021-08-14,A-1001,23991,22355
2021-08-14,A-1002,28548,28943
2021-08-14,A-1003,24246,33252
2021-08-14,A-1004,24983,22788
2021-08-14,A-1005,28381,21374
2021-08-14,A-1006,30871,34031
2021-08-14,A-1007,20873,21078
2021-08-14,A-1008,34190,20791
2021-08-15,A-1001,26636,26418
2021-08-15,A-1002,33643,33432
2021-08-15,A-1003,28552,25198
2021-08-15,A-1004,27135,22305
2021-08-15,A-1005,30766,24643
2021-08-15,A-1006,30829,24238
2021-08-15,A-1007,34331,21454
2021-08-15,A-1008,27505,26293
2021-08-16,A-1001,29129,23350
2021-08-16,A-1002,21939,24708
2021-08-16,A-1003,25786,20235
2021-08-16,A-1004,25366,32659
2021-08-16,A-1005,27464,27158
2021-08-16,A-1006,30835,22231
2021-08-16,A-1007,24302,27912
2021-08-16,A-1008,25926,31174
2021-08-17,A-1001,31120,34222
2021-08-17,A-1002,23778,28416
2021-08-17,A-1003,22548,23386
2021-08-17,A-1004,23104,27415
2021-08-17,A-1005,24386,23602
2021-08-17,A-1006,31605,34053
2021-08-17,A-1007,32776,28796
2021-08-17,A-1008,22826,21954
2021-08-18,A-1001,21622,27618
2021-08-18,A-1002,33022,30284
2021-08-18,A-1003,25499,21563
2021-08-18,A-1004,27710,29152
2021-08-18,A-1005,23242,21141
2021-08-18,A-1006,33875,23670
2021-08-18,A-1007,24253,31144
2021-08-18,A-1008,30214,34678
2021-08-19,A-1001,27478,28682
2021-08-19,A-1002,30008,26962
2021-08-19,A-1003,21867,25987
2021-08-19,A-1004,22272,32960
2021-08-19,A-1005,29934,23840
2021-08-19,A-1006,28699,24343
2021-08-19,A-1007,30639,26435
2021-08-19,A-1008,21618,27891
2021-08-20,A-1001,20259,23881
2021-08-20,A-1002,20500,29918
2021-08-20,A-1003,34011,20656
2021-08-20,A-1004,21706,21304
2021-08-20,A-1005,34045,27567
2021-08-20,A-1006,29505,21055
2021-08-20,A-1007,31715,33616
2021-08-20,A-1008,33806,30546
2021-08-21,A-1001,27063,23640
2021-08-21,A-1002,25600,32283
2021-08-21,A-1003,34707,22170
2021-08-21,A-1004,26970,25398
2021-08-21,A-1005,22241,21524
2021-08-21,A-1006,23991,28193
2021-08-21,A-1007,23378,29191
2021-08-21,A-1008,30874,22057
2021-08-22,A-1001,29080,27474
2021-08-22,A-1002,31238,27192
2021-08-22,A-1003,34911,27467
2021-08-22,A-1004,21543,29975
2021-08-22,A-1005,25033,24524
2021-08-22,A-1006,30567,32890
2021-08-22,A-1007,28106,30643
2021-08-22,A-1008,30837,23714
2021-08-23,A-1001,32791,28206
2021-08-23,A-1002,23944,30426
2021-08-23,A-1003,20718,20631
2021-08-23,A-1004,34824,31360
2021-08-23,A-1005,25900,30331
2021-08-23,A-1006,23182,21586
2021-08-23,A-1007,20840,21258
2021-08-23,A-1008,34395,24640
2021-08-24,A-1001,24986,26557
2021-08-24,A-1002,25251,24421
2021-08-24,A-1003,33227,27006
2021-08-24,A-1004,34581,24738
2021-08-24,A-1005,24855,28059
2021-08-24,A-1006,32107,31302
2021-08-24,A-1007,29909,20858
2021-08-24,A-1008,34300,25388
2021-08-25,A-1001,32633,31622
2021-08-25,A-1002,28887,34006
2021-08-25,A-1003,32217,30701
2021-08-25,A-1004,27307,24406
2021-08-25,A-1005,20101,29803
2021-08-25,A-1006,28651,30822
2021-08-25,A-1007,20374,26361
2021-08-25,A-1008,20412,29107
2021-08-26,A-1001,28363,20571
2021-08-26,A-1002,27079,25705
2021-08-26,A-1003,24360,26051
2021-08-26,A-1004,26882,28386
2021-08-26,A-1005,26590,22579
2021-08-26,A-1006,28919,33848
2021-08-26,A-1007,27079,21132
2021-08-26,A-1008,34826,21708
2021-08-27,A-1001,34807,20815
2021-08-27,A-1002,32858,33756
2021-08-27,A-1003,20573,24625
2021-08-27,A-1004,29484,28920
2021-08-27,A-1005,34388,25670
2021-08-27,A-1006,26518,28163
2021-08-27,A-1007,32859,23898
2021-08-27,A-1008,23952,32658
2021-08-28,A-1001,23262,25680
2021-08-28,A-1002,22145,20973
2021-08-28,A-1003,31283,28631
2021-08-28,A-1004,30404,21206
2021-08-28,A-1005,23952,33440
2021-08-28,A-1006,22703,29066
2021-08-28,A-1007,23531,33882
2021-08-28,A-1008,28810,23814
2021-08-29,A-1001,24928,32426
2021-08-29,A-1002,28646,27050
2021-08-29,A-1003,32274,31056
2021-08-29,A-1004,34119,32839
2021-08-29,A-1005,23390,24110
2021-08-29,A-1006,31828,29643
2021-08-29,A-1007,26560,22008
2021-08-29,A-1008,29288,30017
2021-08-30,A-1001,21137,31894
2021-08-30,A-1002,22183,21800
2021-08-30,A-1003,25960,20112
2021-08-30,A-1004,32564,20716
2021-08-30,A-1005,21572,26203
2021-08-30,A-1006,28346,21983
2021-08-30,A-1007,34975,31697
2021-08-30,A-1008,26095,33216
2021-08-31,A-1001,32173,33586
2021-08-31,A-1002,33028,24038
2021-08-31,A-1003,32858,28325
2021-08-31,A-1004,31096,26450
2021-08-31,A-1005,23939,27885
2021-08-31,A-1006,33263,22652
2021-08-31,A-1007,27635,23361
2021-08-31,A-1008,30042,26620
2021-09-01,A-1001,21052,32044
2021-09-01,A-1002,31995,21422
2021-09-01,A-1003,21970,26063
2021-09-01,A-1004,26014,24707
2021-09-01,A-1005,23764,27576
2021-09-01,A-1006,31309,24171
2021-09-01,A-1007,34792,30767
2021-09-01,A-1008,27521,27884
2021-09-02,A-1001,26794,24421
2021-09-02,A-1002,28530,30179
2021-09-02,A-1003,22354,24898
2021-09-02,A-1004,26665,32613
2021-09-02,A-1005,30895,27753
2021-09-02,A-1006,30221,29372
2021-09-02,A-1007,28516,29529
2021-09-02,A-1008,20551,26493
2021-09-03,A-1001,27459,30096
2021-09-03,A-1002,21995,21298
2021-09-03,A-1003,24777,30077
2021-09-03,A-1004,33591,32095
2021-09-03,A-1005,34295,23710
2021-09-03,A-1006,29685,34819
2021-09-03,A-1007,31164,24460
2021-09-03,A-1008,27672,25659
2021-09-04,A-1001,22884,25759
2021-09-04,A-1002,24793,32054
2021-09-04,A-1003,27826,21323
2021-09-04,A-1004,32302,24055
2021-09-04,A-1005,24392,32180
2021-09-04,A-1006,33362,30363
2021-09-04,A-1007,25025,20453
2021-09-04,A-1008,27574,31626
2021-09-05,A-1001,33546,23949
2021-09-05,A-1002,27341,21818
2021-09-05,A-1003,23013,26283
2021-09-05,A-1004,20779,24823
2021-09-05,A-1005,27080,29603
2021-09-05,A-1006,25832,26241
2021-09-05,A-1007,30282,28637
2021-09-05,A-1008,32003,22866
2021-09-06,A-1001,22582,21313
2021-09-06,A-1002,32100,20480
2021-09-06,A-1003,23222,25450
2021-09-06,A-1004,22870,24513
2021-09-06,A-1005,26143,33540
2021-09-06,A-1006,34761,27227
2021-09-06,A-1007,25380,21567
2021-09-06,A-1008,27547,20020
2021-09-07,A-1001,25271,32469
2021-09-07,A-1002,25111,21850
2021-09-07,A-1003,23756,24097
2021-09-07,A-1004,21962,24272
2021-09-07,A-1005,28750,33822
2021-09-07,A-1006,34017,32362
2021-09-07,A-1007,20107,24808
2021-09-07,A-1008,29888,22064
2021-09-08,A-1001,26395,32882
2021-09-08,A-1002,27665,31022
2021-09-08,A-1003,25127,21546
2021-09-08,A-1004,24393,22706
2021-09-08,A-1005,28140,22231
2021-09-08,A-1006,20943,32746
2021-09-08,A-1007,34183,24531
2021-09-08,A-1008,26054,28887
2021-09-09,A-1001,21740,29780
2021-09-09,A-1002,24797,22536
2021-09-09,A-1003,21991,23295
2021-09-09,A-1004,30003,31231
2021-09-09,A-1005,28329,34982
2021-09-09,A-1006,24837,23413
2021-09-09,A-1007,27500,32077
2021-09-09,A-1008,20239,29354
2021-09-10,A-1001,32289,29197
2021-09-10,A-1002,20503,23585
2021-09-10,A-1003,26302,28906
2021-09-10,A-1004,28414,26617
2021-09-10,A-1005,24800,30274
2021-09-10,A-1006,25421,24859
2021-09-10,A-1007,27568,23798
2021-09-10,A-1008,28080,31534
2021-09-11,A-1001,21565,32980
2021-09-11,A-1002,28682,33737
2021-09-11,A-1003,22521,34108
2021-09-11,A-1004,24621,26034
2021-09-11,A-1005,27333,34827
2021-09-11,A-1006,21907,22948
2021-09-11,A-1007,25647,30252
2021-09-11,A-1008,21851,21460
2021-09-12,A-1001,26934,22274
2021-09-12,A-1002,30688,31812
2021-09-12,A-1003,22205,20409
2021-09-12,A-1004,24898,23169
2021-09-12,A-1005,32436,33364
2021-09-12,A-1006,34916,20416
2021-09-12,A-1007,33333,31861
2021-09-12,A-1008,28628,22897
2021-09-13,A-1001,27434,24366
2021-09-13,A-1002,20712,30860
2021-09-13,A-1003,21785,24786
2021-09-13,A-1004,27129,32280
2021-09-13,A-1005,32466,27133
2021-09-13,A-1006,23519,20382
2021-09-13,A-1007,31127,31136
2021-09-13,A-1008,23425,22448
2021-09-14,A-1001,33027,31850
2021-09-14,A-1002,31896,30731
2021-09-14,A-1003,34729,28832
2021-09-14,A-1004,27789,34487
2021-09-14,A-1005,28607,20912
2021-09-14,A-1006,30477,21747
2021-09-14,A-1007,30397,27715
2021-09-14,A-1008,28316,26469
2021-09-15,A-1001,26954,32256
2021-09-15,A-1002,27494,30705
2021-09-15,A-1003,31218,27960
2021-09-15,A-1004,27518,23944
2021-09-15,A-1005,27118,22193
2021-09-15,A-1006,28124,25239
2021-09-15,A-1007,20420,33456
2021-09-15,A-1008,34802,27315
2021-09-16,A-1001,32442,20275
2021-09-16,A-1002,24932,25047
2021-09-16,A-1003,32451,27419
2021-09-16,A-1004,24167,27949
2021-09-16,A-1005,33386,34875
2021-09-16,A-1006,26751,22999
2021-09-16,A-1007,33035,26942
2021-09-16,A-1008,24893,33182
2021-09-17,A-1001,23232,29899
2021-09-17,A-1002,25005,30618
2021-09-17,A-1003,26903,31634
2021-09-17,A-1004,30994,31962
2021-09-17,A-1005,21853,25380
2021-09-17,A-1006,23100,27463
2021-09-17,A-1007,34789,32178
2021-09-17,A-1008,25863,32872
2021-09-18,A-1001,23920,24586
2021-09-18,A-1002,31407,21224
2021-09-18,A-1003,32550,33585
2021-09-18,A-1004,24802,32097
2021-09-18,A-1005,25888,32503
2021-09-18,A-1006,20960,23256
2021-09-18,A-1007,33521,33752
2021-09-18,A-1008,30413,31236
2021-09-19,A-1001,29024,24401
2021-09-19,A-1002,33003,21453
2021-09-19,A-1003,25480,31262
2021-09-19,A-1004,20389,30199
2021-09-19,A-1005,24938,29861
2021-09-19,A-1006,32082,21849
2021-09-19,A-1007,32893,34372
2021-09-19,A-1008,24911,20597
2021-09-20,A-1001,22968,20193
2021-09-20,A-1002,27249,23208
2021-09-20,A-1003,21489,24721
2021-09-20,A-1004,20349,22834
2021-09-20,A-1005,29922,22458
2021-09-20,A-1006,27458,33038
2021-09-20,A-1007,33427,21035
2021-09-20,A-1008,31817,23372
2021-09-21,A-1001,26360,22280
2021-09-21,A-1002,32796,20548
2021-09-21,A-1003,23962,24714
2021-09-21,A-1004,24799,34727
2021-09-21,A-1005,28748,28830
2021-09-21,A-1006,33197,34394
2021-09-21,A-1007,22640,22862
2021-09-21,A-1008,20351,25364
2021-09-22,A-1001,32294,34371
2021-09-22,A-1002,22474,23002
2021-09-22,A-1003,31240,32762
2021-09-22,A-1004,30125,20989
2021-09-22,A-1005,34195,21516
2021-09-22,A-1006,30238,30960
2021-09-22,A-1007,21087,24074
2021-09-22,A-1008,32797,27381
2021-09-23,A-1001,21594,34417
2021-09-23,A-1002,29593,27717
2021-09-23,A-1003,31193,24298
2021-09-23,A-1004,29388,25662
2021-09-23,A-1005,20742,22162
2021-09-23,A-1006,22930,27421
2021-09-23,A-1007,29940,33453
2021-09-23,A-1008,28425,33659
2021-09-24,A-1001,28455,28689
2021-09-24,A-1002,26149,24937
2021-09-24,A-1003,26135,22423
2021-09-24,A-1004,23211,21113
2021-09-24,A-1005,24389,34389
2021-09-24,A-1006,25817,31996
2021-09-24,A-1007,24089,25663
2021-09-24,A-1008,20707,31732
2021-09-25,A-1001,31100,21279
2021-09-25,A-1002,23524,23215
2021-09-25,A-1003,30146,32735
2021-09-25,A-1004,20180,24132
2021-09-25,A-1005,25074,29960
2021-09-25,A-1006,25539,25462
2021-09-25,A-1007,34310,33552
2021-09-25,A-1008,21243,28752
2021-09-26,A-1001,31406,23182
2021-09-26,A-1002,26376,29045
2021-09-26,A-1003,27615,20303
2021-09-26,A-1004,23274,34704
2021-09-26,A-1005,33429,27882
2021-09-26,A-1006,28115,24357
2021-09-26,A-1007,21883,27674
2021-09-26,A-1008,25494,23070
2021-09-27,A-1001,25584,30854
2021-09-27,A-1002,29834,23824
2021-09-27,A-1003,32384,25601
2021-09-27,A-1004,23926,30279
2021-09-27,A-1005,25293,31290
2021-09-27,A-1006,24871,27596
2021-09-27,A-1007,31562,20326
2021-09-27,A-1008,34631,27180
2021-09-28,A-1001,29974,29290
2021-09-28,A-1002,29996,27046
2021-09-28,A-1003,22926,29948
2021-09-28,A-1004,20743,22977
2021-09-28,A-1005,27348,25552
2021-09-28,A-1006,33260,26018
2021-09-28,A-1007,20865,27260
2021-09-28,A-1008,22356,23478
2021-09-29,A-1001,22895,33524
2021-09-29,A-1002,29963,29593
2021-09-29,A-1003,28053,26419
2021-09-29,A-1004,30909,32120
2021-09-29,A-1005,26341,34495
2021-09-29,A-1006,25296,23470
2021-09-29,A-1007,33441,28430
2021-09-29,A-1008,23794,33024
2021-09-30,A-1001,25683,20169
2021-09-30,A-1002,33038,22653
2021-09-30,A-1003,28908,32509
2021-09-30,A-1004,21795,20550
2021-09-30,A-1005,34269,23133
2021-09-30,A-1006,28145,24597
2021-09-30,A-1007,29233,34437
2021-09-30,A-1008,26068,33358
2021-10-01,A-1001,21941,29061
2021-10-01,A-1002,29427,29335
2021-10-01,A-1003,25360,33931
2021-10-01,A-1004,21600,24845
2021-10-01,A-1005,32732,22163
2021-10-01,A-1006,23618,30469
2021-10-01,A-1007,32729,34290
2021-10-01,A-1008,26665,21794
2021-10-02,A-1001,21585,30717
2021-10-02,A-1002,27564,25626
2021-10-02,A-1003,25836,32394
2021-10-02,A-1004,21394,30117
2021-10-02,A-1005,27717,30647
2021-10-02,A-1006,22308,22471
2021-10-02,A-1007,20214,22166
2021-10-02,A-1008,20853,31139
2021-10-03,A-1001,31206,32718
2021-10-03,A-1002,22719,28957
2021-10-03,A-1003,26710,26088
2021-10-03,A-1004,23403,21931
2021-10-03,A-1005,20565,29622
2021-10-03,A-1006,34772,29684
2021-10-03,A-1007,22282,34071
2021-10-03,A-1008,21879,34216
2021-10-04,A-1001,20499,20883
2021-10-04,A-1002,33114,25835
2021-10-04,A-1003,27460,31608
2021-10-04,A-1004,25356,34204
2021-10-04,A-1005,30268,26710
2021-10-04,A-1006,23981,29317
2021-10-04,A-1007,20726,22110
2021-10-04,A-1008,29673,23754
2021-10-05,A-1001,34126,25321
2021-10-05,A-1002,33222,20172
2021-10-05,A-1003,29571,24526
2021-10-05,A-1004,21483,28889
2021-10-05,A-1005,25715,28997
2021-10-05,A-1006,31591,32038
2021-10-05,A-1007,25966,25021
2021-10-05,A-1008,23085,27615
2021-10-06,A-1001,33966,27937
2021-10-06,A-1002,29622,33055
2021-10-06,A-1003,33005,20374
2021-10-06,A-1004,20201,31685
2021-10-06,A-1005,21349,30952
2021-10-06,A-1006,22651,32957
2021-10-06,A-1007,28196,29075
2021-10-06,A-1008,30012,21517
2021-10-07,A-1001,21280,24853
2021-10-07,A-1002,34067,26639
2021-10-07,A-1003,22247,28095
2021-10-07,A-1004,26408,23437
2021-10-07,A-1005,28079,24189
2021-10-07,A-1006,20252,29734
2021-10-07,A-1007,25271,27301
2021-10-07,A-1008,31914,28771
2021-10-08,A-1001,26044,20602
2021-10-08,A-1002,27618,28912
2021-10-08,A-1003,27313,23995
2021-10-08,A-1004,25890,30581
2021-10-08,A-1005,20495,34441
2021-10-08,A-1006,34002,22020
2021-10-08,A-1007,27122,30670
2021-10-08,A-1008,29537,20947
2021-10-09,A-1001,22461,23037
2021-10-09,A-1002,25177,24238
2021-10-09,A-1003,28597,28366
2021-10-09,A-1004,31389,22174
2021-10-09,A-1005,24311,22419
2021-10-09,A-1006,32521,28879
2021-10-09,A-1007,24689,26043
2021-10-09,A-1008,32067,20878
2021-10-10,A-1001,33855,23280
2021-10-10,A-1002,29925,27051
2021-10-10,A-1003,25535,32916
2021-10-10,A-1004,30151,22982
2021-10-10,A-1005,23441,30301
2021-10-10,A-1006,20732,26796
2021-10-10,A-1007,28750,20096
2021-10-10,A-1008,31464,27265
2021-10-11,A-1001,34153,20426
2021-10-11,A-1002,21670,21260
2021-10-11,A-1003,23289,21813
2021-10-11,A-1004,21986,22370
2021-10-11,A-1005,20494,26820
2021-10-11,A-1006,26533,30784
2021-10-11,A-1007,22044,27347
2021-10-11,A-1008,34531,28806
2021-10-12,A-1001,30322,23267
2021-10-12,A-1002,22761,32162
2021-10-12,A-1003,32312,27662
2021-10-12,A-1004,20717,32917
2021-10-12,A-1005,24325,25044
2021-10-12,A-1006,29320,27421
2021-10-12,A-1007,29190,23766
2021-10-12,A-1008,26684,26958
2021-10-13,A-1001,21166,20640
2021-10-13,A-1002,32305,31266
2021-10-13,A-1003,22211,29123
2021-10-13,A-1004,31793,26594
2021-10-13,A-1005,26613,30785
2021-10-13,A-1006,29867,32681
2021-10-13,A-1007,22509,30553
2021-10-13,A-1008,20451,27387
2021-10-14,A-1001,30182,26968
2021-10-14,A-1002,22607,22445
2021-10-14,A-1003,21074,29610
2021-10-14,A-1004,31767,32479
2021-10-14,A-1005,29587,30822
2021-10-14,A-1006,26918,27150
2021-10-14,A-1007,25604,30533
2021-10-14,A-1008,30772,25635
2021-10-15,A-1001,23681,34495
2021-10-15,A-1002,23195,31460
2021-10-15,A-1003,25986,21140
2021-10-15,A-1004,26478,29311
2021-10-15,A-1005,25467,31615
2021-10-15,A-1006,32385,24924
2021-10-15,A-1007,20981,26259
2021-10-15,A-1008,21908,32294
2021-10-16,A-1001,28451,34579
2021-10-16,A-1002,22761,22429
2021-10-16,A-1003,23333,20205
2021-10-16,A-1004,25095,23669
2021-10-16,A-1005,32335,21222
2021-10-16,A-1006,33223,33475
2021-10-16,A-1007,29271,33697
2021-10-16,A-1008,32973,31522
2021-10-17,A-1001,29262,30920
2021-10-17,A-1002,24257,34274
2021-10-17,A-1003,20575,30540
2021-10-17,A-1004,28826,31921
2021-10-17,A-1005,28136,30775
2021-10-17,A-1006,31443,20716
2021-10-17,A-1007,20033,34319
2021-10-17,A-1008,20164,29060
2021-10-18,A-1001,24055,33722
2021-10-18,A-1002,29072,27878
2021-10-18,A-1003,32788,29844
